name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.753,O1O2O3O4U2O5U4U1U5O6U3U6,"[0, 0, 0]",O1O2O3O4U5U2O5U6U4U1O6U3,O1O2O3U4O5O4U6U1U5O6U2U3,O1O2O3U1O4U3U5U4U2O6O5U6,"{'O1O2O3O4U2O5U4U1U5O6U3U6', 'O1O2O3U1O4O5U2U4U5O6U3U6'}","[-2, -2, 0, 1, 1, 2, -1, 1, 1, 2, 3, 1, 0, 2, 2, 0, 1, 1, -1, 0, 1]",['6.753'],-64*K1**4*K2**2 + 160*K1**4*K2 - 464*K1**4 + 96*K1**3*K2*K3 + 448*K1**2*K2**3 - 2736*K1**2*K2**2 - 96*K1**2*K2*K4 + 3104*K1**2*K2 - 80*K1**2*K3**2 - 1816*K1**2 + 96*K1*K2**3*K3 - 480*K1*K2**2*K3 - 64*K1*K2**2*K5 + 2144*K1*K2*K3 + 216*K1*K3*K4 + 8*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 536*K2**4 - 32*K2**3*K6 - 112*K2**2*K3**2 - 16*K2**2*K4**2 + 568*K2**2*K4 - 1190*K2**2 + 96*K2*K3*K5 + 16*K2*K4*K6 - 436*K3**2 - 154*K4**2 - 20*K5**2 - 2*K6**2 + 1312,['6.753'],t^{7} + 41 t^{5} + 34 t^{3} + 3 t,['6.753'],"['6.10132', '6.10185', '6.10330', '6.10421', '6.17660', '6.17709', '6.24227', '6.24276', '6.24787', '6.25246', '6.29915', '6.29958', '6.30023', '6.30076', '6.30971', '6.31098', '6.32153', '6.32274', '6.36587', '6.36973', '6.43588', '6.43700', '6.51708', '6.51727', '6.52057', '6.52139', '6.55698', '6.55757', '6.60268', '6.60332', '6.60652', '6.60995', '6.63337', '6.63366', '6.63390', '6.63406', '6.65449', '6.65787', '6.68548', '6.68581']"
6.754,O1O2O3O4U2O5U4U6U1O6U5U3,"[0, 0, 0]",O1O2O3O4U5U1O6U4U6O5U2U3,O1O2O3U2O4O5U3U6U5U1O6U4,O1O2O3U4O5U3U6U5U1O6O4U2,"{'O1O2O3O4U2O5U4U6U1O6U5U3', 'O1O2O3O4U2U3O5U6U1O6U4U5'}","[-2, -2, 0, 1, 1, 2, -1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 0, 1, -1, -1, 0]",['6.754'],-128*K1**4*K2**2 + 352*K1**4*K2 - 528*K1**4 + 128*K1**2*K2**3 - 2464*K1**2*K2**2 + 2776*K1**2*K2 - 48*K1**2*K3**2 - 1616*K1**2 + 1816*K1*K2*K3 + 48*K1*K3*K4 - 56*K2**4 + 24*K2**2*K4 - 1064*K2**2 - 336*K3**2 - 18*K4**2 + 1112,['6.754'],t^{7} + 43 t^{5} + 29 t^{3} + 3 t,['6.754'],"['6.11276', '6.11354', '6.12539', '6.12650', '6.18363', '6.18703', '6.24809', '6.25268', '6.30959', '6.31083', '6.31208', '6.31549', '6.32136', '6.32255', '6.32376', '6.32787', '6.36999', '6.37449', '6.39621', '6.41862', '6.44177', '6.44498', '6.46229', '6.47836', '6.52044', '6.52483', '6.52885', '6.53365', '6.56363', '6.57611', '6.61001', '6.62275', '6.63663', '6.63708', '6.64093', '6.64138', '6.65797', '6.66053', '6.68795', '6.69005']"
6.755,O1O2O3O4U2O5U4U6U5O6U1U3,"[0, 0, 0]",O1O2O3O4U2U4O5U6U5U1O6U3,O1O2O3U2O4O5U4U6U5U1O6U3,O1O2O3U1O4U3U5U4U6O5O6U2,{'O1O2O3O4U2O5U4U6U5O6U1U3'},"[-2, -2, 0, 1, 1, 2, -2, 1, 1, 1, 3, 1, 0, 1, 2, 0, 1, 1, 0, -1, 0]",['6.755'],-64*K1**4*K2**2 + 384*K1**4*K2 - 1792*K1**4 + 160*K1**3*K2*K3 - 800*K1**3*K3 + 64*K1**2*K2**3 - 2000*K1**2*K2**2 + 192*K1**2*K2*K3**2 - 160*K1**2*K2*K4 + 6448*K1**2*K2 - 608*K1**2*K3**2 - 32*K1**2*K3*K5 - 5136*K1**2 - 576*K1*K2**2*K3 - 32*K1*K2**2*K5 - 192*K1*K2*K3*K4 + 5056*K1*K2*K3 + 872*K1*K3*K4 + 96*K1*K4*K5 - 136*K2**4 - 208*K2**2*K3**2 - 48*K2**2*K4**2 + 600*K2**2*K4 - 3900*K2**2 + 256*K2*K3*K5 + 32*K2*K4*K6 - 1844*K3**2 - 406*K4**2 - 84*K5**2 - 4*K6**2 + 3860,['6.755'],t^{7} + 53 t^{5} + 52 t^{3} + 5 t,['6.755'],"['6.3568', '6.3590', '6.3604', '6.3811', '6.3829', '6.3844', '6.3862', '6.6977', '6.6991', '6.7010', '6.7024', '6.7195', '6.7213', '6.7227', '6.15329', '6.15349', '6.15454', '6.15474', '6.33974', '6.34018', '6.34030', '6.34429', '6.48214', '6.48228', '6.48372', '6.49947', '6.49968', '6.49982', '6.53994', '6.54014', '6.54048', '6.54494']"
6.756,O1O2O3O4U2O5U6U1U3O6U4U5,"[0, 0, 0]",O1O2O3O4U5U1O6U2U4U6O5U3,O1O2O3U1O4O5U2U6U3U4O6U5,O1O2O3U4O5U6U1U5U2O4O6U3,{'O1O2O3O4U2O5U6U1U3O6U4U5'},"[-3, -2, -1, 2, 2, 2, 0, 1, 2, 3, 3, 1, 2, 2, 2, 2, 1, 2, -1, -1, 0]",['6.756'],928*K1**4*K2 - 4064*K1**4 + 192*K1**3*K2*K3 - 768*K1**3*K3 - 3360*K1**2*K2**2 + 32*K1**2*K2*K3**2 - 128*K1**2*K2*K4 + 10168*K1**2*K2 - 992*K1**2*K3**2 - 64*K1**2*K4**2 - 6696*K1**2 - 384*K1*K2**2*K3 - 64*K1*K2*K3*K4 + 6016*K1*K2*K3 + 1232*K1*K3*K4 + 80*K1*K4*K5 - 96*K2**4 - 64*K2**2*K3**2 - 8*K2**2*K4**2 + 408*K2**2*K4 - 5174*K2**2 + 72*K2*K3*K5 + 8*K2*K4*K6 - 2104*K3**2 - 444*K4**2 - 32*K5**2 - 2*K6**2 + 5306,['6.756'],t^{7} + 65 t^{5} + 68 t^{3} + 8 t,['6.756'],"['6.73284', '6.73312', '6.73425', '6.73453', '6.74077', '6.74100', '6.74646', '6.74671', '6.75429', '6.75457', '6.76111', '6.76134', '6.78165', '6.78185', '6.78395', '6.78415', '6.79087', '6.79110', '6.79990', '6.80010', '6.80141', '6.80161', '6.80591', '6.80614', '6.83812', '6.83815', '6.85126', '6.85132', '6.86604', '6.86618', '6.87380', '6.87392']"
6.757,O1O2O3O4U2O5U6U3U1O6U4U5,"[0, 0, 0]",O1O2O3O4U5O6U2U4U6U1O5U3,O1O2O3O4U2O5U3U6U4U1O6U5,O1O2O3O4U5O6U4U1U6U2O5U3,"{'O1O2O3O4U2O5U6U3U1O6U4U5', 'O1O2O3O4U2O5U4U6U1U3O6U5'}","[-3, -2, 0, 1, 2, 2, 0, 2, 2, 2, 3, 2, 1, 2, 2, 0, 2, 1, 1, 0, -1]",['6.757'],-480*K1**4 - 256*K1**3*K3 - 688*K1**2*K2**2 + 32*K1**2*K2*K3**2 - 64*K1**2*K2*K4 + 3152*K1**2*K2 - 128*K1**2*K3**2 - 2804*K1**2 - 256*K1*K2**2*K3 - 32*K1*K2*K3*K4 + 1848*K1*K2*K3 + 432*K1*K3*K4 - 56*K2**4 - 64*K2**2*K3**2 - 8*K2**2*K4**2 + 224*K2**2*K4 - 1822*K2**2 + 72*K2*K3*K5 + 8*K2*K4*K6 - 748*K3**2 - 202*K4**2 - 16*K5**2 - 2*K6**2 + 1856,['6.757'],t^{7} + 57 t^{5} + 83 t^{3} + 4 t,['6.757'],"['6.71364', '6.71423', '6.71886', '6.71945', '6.72457', '6.72588', '6.72706', '6.72817', '6.72880', '6.73016', '6.73367', '6.73528', '6.74263', '6.74386', '6.74440', '6.75053', '6.75537', '6.75830', '6.76436', '6.76625', '6.77029', '6.77760', '6.77810', '6.78251', '6.78500', '6.78629', '6.78822', '6.79315', '6.79424', '6.79840', '6.79888', '6.80263', '6.80776', '6.80874', '6.85158', '6.86516', '6.87225', '6.87350', '6.89273', '6.89427']"
6.758,O1O2O3O4U2O5U6U3U4O6U1U5,"[0, 0, 0]",O1O2O3O4U5U4O6U1U2U6O5U3,O1O2O3U1O4O5U4U6U2U3O6U5,O1O2O3U4O5U1U2U5U6O4O6U3,{'O1O2O3O4U2O5U6U3U4O6U1U5'},"[-3, -2, 0, 1, 2, 2, 0, 1, 3, 2, 3, 1, 3, 2, 2, 1, 1, 1, 2, 1, 0]",['6.758'],-256*K1**4*K2**2 + 96*K1**4*K2 - 176*K1**4 + 128*K1**3*K2**3*K3 + 416*K1**3*K2*K3 - 1600*K1**2*K2**4 - 256*K1**2*K2**3*K4 + 2368*K1**2*K2**3 - 128*K1**2*K2**2*K3**2 - 6608*K1**2*K2**2 - 640*K1**2*K2*K4 + 4264*K1**2*K2 - 272*K1**2*K3**2 - 2620*K1**2 + 2016*K1*K2**3*K3 + 192*K1*K2**2*K3*K4 - 1056*K1*K2**2*K3 + 32*K1*K2*K3**3 - 96*K1*K2*K3*K4 - 32*K1*K2*K3*K6 + 5336*K1*K2*K3 + 744*K1*K3*K4 + 8*K1*K4*K5 - 448*K2**6 + 448*K2**4*K4 - 2616*K2**4 - 704*K2**2*K3**2 - 152*K2**2*K4**2 + 1944*K2**2*K4 - 886*K2**2 + 128*K2*K3*K5 + 24*K2*K4*K6 - 1280*K3**2 - 534*K4**2 - 4*K5**2 - 2*K6**2 + 2220,['6.758'],t^{7} + 71 t^{5} + 78 t^{3} + 11 t,['6.758'],"['6.17500', '6.17505', '6.17557', '6.17560', '6.24024', '6.24033', '6.24095', '6.24100', '6.36280', '6.36285', '6.36346', '6.36348', '6.43433', '6.43438', '6.43463', '6.43465', '6.55614', '6.55627', '6.55645', '6.55654', '6.60124', '6.60144', '6.60161', '6.60173', '6.65317', '6.65327', '6.65350', '6.65360', '6.68489', '6.68498', '6.68513', '6.68521']"
6.759,O1O2O3O4U2O5U6U4U3O6U1U5,"[0, 0, 0]",O1O2O3O4U5U4O6U2U1U6O5U3,O1O2O3U1O4O5U4U6U3U2O6U5,O1O2O3U4O5U2U1U5U6O4O6U3,{'O1O2O3O4U2O5U6U4U3O6U1U5'},"[-3, -1, -1, 1, 2, 2, 0, 1, 3, 2, 3, 0, 2, 1, 1, 2, 2, 2, 2, 1, 0]",['6.759'],-576*K1**2*K2**4 + 832*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 4016*K1**2*K2**2 - 160*K1**2*K2*K4 + 4456*K1**2*K2 - 64*K1**2*K4**2 - 3432*K1**2 + 608*K1*K2**3*K3 - 1056*K1*K2**2*K3 - 288*K1*K2**2*K5 - 96*K1*K2*K3*K4 + 4232*K1*K2*K3 + 464*K1*K3*K4 + 120*K1*K4*K5 - 288*K2**6 + 160*K2**4*K4 - 1920*K2**4 - 112*K2**2*K3**2 - 8*K2**2*K4**2 + 2080*K2**2*K4 - 2072*K2**2 + 144*K2*K3*K5 - 1136*K3**2 - 528*K4**2 - 48*K5**2 + 2574,['6.759'],t^{7} + 66 t^{5} + 91 t^{3} + 24 t,['6.759'],"['6.17540', '6.17545', '6.17597', '6.17600', '6.24048', '6.24053', '6.24140', '6.24143', '6.36324', '6.36333', '6.36395', '6.36398', '6.43449', '6.43454', '6.43496', '6.43498', '6.55630', '6.55643', '6.55657', '6.55666', '6.60148', '6.60158', '6.60205', '6.60216', '6.65331', '6.65346', '6.65366', '6.65376', '6.68501', '6.68510', '6.68525', '6.68532']"
6.760,O1O2O3O4U2O5U6U5U1O6U3U4,"[0, 0, 0]",O1O2O3O4U1U2O5U4U6U5O6U3,O1O2O3U1O4O5U3U6U4U5O6U2,O1O2O3U2O4U5U6U4U1O5O6U3,{'O1O2O3O4U2O5U6U5U1O6U3U4'},"[-3, -1, -1, 1, 2, 2, -1, 1, 2, 2, 4, 1, 0, 0, 1, 1, 1, 2, 0, 0, -2]",['6.760'],-1216*K1**4*K2**2 + 1920*K1**4*K2 - 2160*K1**4 + 896*K1**3*K2*K3 - 800*K1**3*K3 + 2656*K1**2*K2**3 - 8432*K1**2*K2**2 - 544*K1**2*K2*K4 + 7744*K1**2*K2 - 272*K1**2*K3**2 - 4312*K1**2 + 352*K1*K2**3*K3 - 1280*K1*K2**2*K3 - 32*K1*K2**2*K5 - 224*K1*K2*K3*K4 + 6896*K1*K2*K3 + 440*K1*K3*K4 + 88*K1*K4*K5 - 1648*K2**4 - 272*K2**2*K3**2 - 8*K2**2*K4**2 + 1304*K2**2*K4 - 2774*K2**2 + 192*K2*K3*K5 + 8*K2*K4*K6 - 1588*K3**2 - 328*K4**2 - 52*K5**2 - 2*K6**2 + 3446,['6.760'],t^{7} + 58 t^{5} + 53 t^{3} + 7 t,['6.760'],"['6.4197', '6.4278', '6.5451', '6.5565', '6.7558', '6.7645', '6.9062', '6.9143', '6.18238', '6.18573', '6.24710', '6.25123', '6.36829', '6.37292', '6.44069', '6.44408', '6.48509', '6.48590', '6.49201', '6.49309', '6.50294', '6.50370', '6.51059', '6.51092', '6.56041', '6.56315', '6.60594', '6.60933', '6.65703', '6.65997', '6.68748', '6.68956']"
6.761,O1O2O3O4U2O5U6U5U1O6U4U3,"[0, 0, 0]",O1O2O3O4U2U1O5U4U6U5O6U3,O1O2O3U1O4O5U3U6U5U4O6U2,O1O2O3U2O4U5U6U4U1O6O5U3,{'O1O2O3O4U2O5U6U5U1O6U4U3'},"[-2, -2, -1, 1, 2, 2, -2, 0, 1, 3, 3, 0, 0, 1, 2, 0, 1, 2, -1, -1, 0]",['6.761'],32*K1**4*K2 - 128*K1**4 + 672*K1**2*K2**3 - 2976*K1**2*K2**2 - 96*K1**2*K2*K4 + 4048*K1**2*K2 - 3104*K1**2 - 544*K1*K2**2*K3 + 2576*K1*K2*K3 + 104*K1*K3*K4 - 672*K2**4 + 608*K2**2*K4 - 1760*K2**2 - 584*K3**2 - 112*K4**2 + 1934,['6.761'],t^{7} + 53 t^{5} + 74 t^{3} + 9 t,['6.761'],"['6.4237', '6.4318', '6.5508', '6.5628', '6.7613', '6.7702', '6.9102', '6.9183', '6.18371', '6.18709', '6.24820', '6.25277', '6.37004', '6.37452', '6.44181', '6.44500', '6.48549', '6.48606', '6.49252', '6.49370', '6.50338', '6.50397', '6.51075', '6.51108', '6.56152', '6.56379', '6.60677', '6.61026', '6.65816', '6.66068', '6.68809', '6.69017']"
6.762,O1O2O3O4U2O5U6U5U3O6U1U4,"[0, 0, 0]",O1O2O3O4U1U4O5U2U6U5O6U3,O1O2O3U1O4O5U4U6U3U5O6U2,O1O2O3U2O4U5U1U4U6O5O6U3,{'O1O2O3O4U2O5U6U5U3O6U1U4'},"[-3, -1, -1, 1, 2, 2, -1, 0, 3, 2, 4, 0, 1, 0, 1, 2, 1, 2, 1, 1, -1]",['6.762'],256*K1**4*K2**3 - 960*K1**4*K2**2 + 1632*K1**4*K2 - 2672*K1**4 + 288*K1**3*K2*K3 + 96*K1**3*K3*K4 - 448*K1**2*K2**4 + 1216*K1**2*K2**3 - 4320*K1**2*K2**2 + 4920*K1**2*K2 - 528*K1**2*K3**2 - 192*K1**2*K4**2 - 32*K1**2*K5**2 - 2688*K1**2 + 256*K1*K2**3*K3 + 3224*K1*K2*K3 + 952*K1*K3*K4 + 216*K1*K4*K5 + 56*K1*K5*K6 - 32*K2**6 + 32*K2**4*K4 - 784*K2**4 - 160*K2**2*K3**2 - 24*K2**2*K4**2 + 328*K2**2*K4 - 1828*K2**2 + 216*K2*K3*K5 + 40*K2*K4*K6 - 1164*K3**2 - 500*K4**2 - 164*K5**2 - 36*K6**2 + 2802,['6.762'],t^{7} + 64 t^{5} + 52 t^{3},['6.762'],"['6.4437', '6.4534', '6.5819', '6.5948', '6.7878', '6.7989', '6.9298', '6.9419', '6.10158', '6.10231', '6.10372', '6.17891', '6.17954', '6.18274', '6.18609', '6.24394', '6.25160', '6.30041', '6.30104', '6.36884', '6.37342', '6.43821', '6.44101', '6.44424', '6.48626', '6.50525', '6.50610', '6.51128', '6.51669', '6.55851', '6.56077', '6.65512']"
6.763,O1O2O3O4U2O5U6U5U4O6U1U3,"[0, 0, 0]",O1O2O3O4U2U4O5U1U6U5O6U3,O1O2O3U1O4O5U4U6U5U3O6U2,O1O2O3U2O4U1U5U4U6O5O6U3,{'O1O2O3O4U2O5U6U5U4O6U1U3'},"[-2, -2, -1, 1, 2, 2, -1, -1, 2, 2, 4, 0, 2, 1, 3, 1, 0, 1, 1, 1, -1]",['6.763'],-128*K1**6 - 64*K1**4*K2**2 + 768*K1**4*K2 - 4224*K1**4 + 224*K1**3*K2*K3 - 1248*K1**3*K3 + 64*K1**2*K2**3 - 3680*K1**2*K2**2 + 192*K1**2*K2*K3**2 - 672*K1**2*K2*K4 + 9736*K1**2*K2 - 1440*K1**2*K3**2 - 128*K1**2*K3*K5 - 256*K1**2*K4**2 - 6096*K1**2 - 512*K1*K2**2*K3 - 64*K1*K2**2*K5 + 32*K1*K2*K3**3 - 160*K1*K2*K3*K4 - 32*K1*K2*K3*K6 + 7896*K1*K2*K3 - 32*K1*K3**2*K5 + 2360*K1*K3*K4 + 336*K1*K4*K5 + 16*K1*K5*K6 - 304*K2**4 - 416*K2**2*K3**2 - 64*K2**2*K4**2 + 968*K2**2*K4 - 5104*K2**2 + 488*K2*K3*K5 + 64*K2*K4*K6 - 32*K3**4 + 40*K3**2*K6 - 2792*K3**2 - 928*K4**2 - 176*K5**2 - 24*K6**2 + 5390,['6.763'],t^{7} + 63 t^{5} + 37 t^{3} + 5 t,['6.763'],"['6.3653', '6.3750', '6.3939', '6.4036', '6.4501', '6.4598', '6.5883', '6.6012', '6.7138', '6.7311', '6.7404', '6.7932', '6.8053', '6.9362', '6.17923', '6.18018', '6.18745', '6.24458', '6.24866', '6.25327', '6.37484', '6.43885', '6.44213', '6.44516', '6.48277', '6.48342', '6.50060', '6.50170', '6.50577', '6.50642', '6.55882', '6.60721']"
6.764,O1O2O3O4U3O5U1U2U4O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U1U3U4O6U2,O1O2O3U4O5O4U1U2U6U3O6U5,O1O2O3U4O5U1U5U2U3O6O4U6,{'O1O2O3O4U3O5U1U2U4O6U5U6'},"[-3, -1, -1, 1, 2, 2, 0, 1, 1, 3, 3, 0, 0, 1, 1, 1, 2, 2, -1, -1, -1]",['6.764'],-1536*K1**4*K2**2 + 2912*K1**4*K2 - 4336*K1**4 - 384*K1**3*K2**2*K3 + 1472*K1**3*K2*K3 - 768*K1**3*K3 + 384*K1**2*K2**5 - 1344*K1**2*K2**4 - 384*K1**2*K2**3*K4 + 3072*K1**2*K2**3 - 384*K1**2*K2**2*K3**2 + 448*K1**2*K2**2*K4 - 9296*K1**2*K2**2 + 128*K1**2*K2*K3**2 + 32*K1**2*K2*K3*K5 - 896*K1**2*K2*K4 + 8664*K1**2*K2 - 1232*K1**2*K3**2 - 3480*K1**2 + 2272*K1*K2**3*K3 + 320*K1*K2**2*K3*K4 - 1184*K1*K2**2*K3 - 448*K1*K2**2*K5 + 192*K1*K2*K3**3 - 160*K1*K2*K3*K4 - 96*K1*K2*K3*K6 + 7024*K1*K2*K3 + 1056*K1*K3*K4 - 288*K2**6 + 352*K2**4*K4 - 1664*K2**4 - 32*K2**3*K6 - 880*K2**2*K3**2 - 152*K2**2*K4**2 + 1048*K2**2*K4 - 2460*K2**2 - 64*K2*K3**2*K4 + 344*K2*K3*K5 + 64*K2*K4*K6 - 32*K3**4 + 32*K3**2*K6 - 1424*K3**2 - 292*K4**2 - 24*K5**2 - 12*K6**2 + 3434,['6.764'],t^{7} + 54 t^{5} + 39 t^{3} + 6 t,['6.764'],"['6.16956', '6.16957', '6.17198', '6.17200', '6.20848', '6.20851', '6.22251', '6.22253', '6.23355', '6.23649', '6.23651', '6.28311', '6.35404', '6.35825', '6.35827', '6.39927', '6.39931', '6.42021', '6.43156', '6.43158', '6.46477', '6.46481', '6.55116', '6.55117', '6.55378', '6.57662', '6.57665', '6.58846', '6.59823', '6.59825', '6.68397', '6.69717']"
6.765,O1O2O3O4U3O5U1U2U5O6U4U6,"[0, 0, 0]",O1O2O3O4U5U1O5U6U3U4O6U2,O1O2O3U4O5O4U1U2U6U5O6U3,O1O2O3U1O4U5U4U2U3O6O5U6,{'O1O2O3O4U3O5U1U2U5O6U4U6'},"[-3, -1, -1, 1, 2, 2, 0, 1, 1, 2, 4, 0, 1, 0, 1, 1, 1, 3, 0, -1, 0]",['6.765'],-1216*K1**2*K2**4 + 1952*K1**2*K2**3 - 6800*K1**2*K2**2 + 4800*K1**2*K2 - 2696*K1**2 + 1088*K1*K2**3*K3 - 640*K1*K2**2*K3 - 128*K1*K2**2*K5 + 4592*K1*K2*K3 - 288*K2**6 + 160*K2**4*K4 - 1504*K2**4 - 144*K2**2*K3**2 - 8*K2**2*K4**2 + 968*K2**2*K4 - 1088*K2**2 + 16*K2*K3*K5 - 824*K3**2 - 112*K4**2 + 1870,['6.765'],t^{7} + 56 t^{5} + 111 t^{3} + 15 t,['6.765'],"['6.16792', '6.16796', '6.16825', '6.16829', '6.18156', '6.18158', '6.18492', '6.18494', '6.23208', '6.23212', '6.24615', '6.25028', '6.25030', '6.35226', '6.35252', '6.36750', '6.37170', '6.37172', '6.42708', '6.42711', '6.44332', '6.44334', '6.54984', '6.55020', '6.55963', '6.55965', '6.59377', '6.59381', '6.60501', '6.65627', '6.68174', '6.68178']"
6.766,O1O2O3O4U3O5U1U4U2O6U5U6,"[0, 0, 0]",O1O2O3O4U5U6O5U3U1U4O6U2,O1O2O3U4O5O4U1U6U2O6U3U5,O1O2O3U2O4O5U3U1O6U4U6U5,"{'O1O2O3U2O4O5U1U3U4O6U5U6', 'O1O2O3U2O4O5U1U3O6U5U6U4', 'O1O2O3O4U3O5U1U4U2O6U5U6'}","[-3, -1, 0, 1, 1, 2, 0, 2, 1, 2, 3, 1, 0, 1, 1, 1, 1, 2, -1, -1, 1]",['6.766'],-64*K1**6 + 160*K1**4*K2 - 832*K1**4 + 32*K1**3*K2*K3 - 672*K1**2*K2**2 + 1352*K1**2*K2 - 384*K1**2*K3**2 - 48*K1**2*K4**2 - 560*K1**2 + 976*K1*K2*K3 + 328*K1*K3*K4 + 40*K1*K4*K5 - 56*K2**4 - 48*K2**2*K3**2 - 8*K2**2*K4**2 + 56*K2**2*K4 - 590*K2**2 + 40*K2*K3*K5 + 8*K2*K4*K6 - 304*K3**2 - 82*K4**2 - 16*K5**2 - 2*K6**2 + 672,['6.766'],t^{7} + 46 t^{5} + 29 t^{3},['6.766'],"['6.11463', '6.11466', '6.11767', '6.11771', '6.12782', '6.12784', '6.13118', '6.13121', '6.19184', '6.19190', '6.19479', '6.19485', '6.22367', '6.22369', '6.22762', '6.22764', '6.25985', '6.25989', '6.28331', '6.28339', '6.31219', '6.31223', '6.31570', '6.31574', '6.34628', '6.34629', '6.34713', '6.34715', '6.35541', '6.35543', '6.35992', '6.35994', '6.39959', '6.39967', '6.40123', '6.40127', '6.42349', '6.42350', '6.43247', '6.43249', '6.44570', '6.44578', '6.46641', '6.46643', '6.52228', '6.52231', '6.59146', '6.59148']"
6.767,O1O2O3O4U3O5U1U5U2O6U4U6,"[0, 0, 0]",O1O2O3O4U5U1O5U3U6U4O6U2,O1O2O3U4O5O4U1U3U6U5O6U2,O1O2O3U2O4U5U4U1U3O6O5U6,{'O1O2O3O4U3O5U1U5U2O6U4U6'},"[-3, -1, 0, 1, 1, 2, 0, 2, 1, 1, 4, 0, 0, 1, 1, 0, 1, 2, 0, 0, -1]",['6.767'],2240*K1**4*K2 - 6144*K1**4 + 1344*K1**3*K2*K3 - 1152*K1**3*K3 - 128*K1**2*K2**4 + 672*K1**2*K2**3 + 128*K1**2*K2**2*K4 - 6672*K1**2*K2**2 + 64*K1**2*K2*K3**2 - 544*K1**2*K2*K4 + 9152*K1**2*K2 - 1536*K1**2*K3**2 - 32*K1**2*K3*K5 - 32*K1**2*K4**2 - 2284*K1**2 + 256*K1*K2**3*K3 - 1120*K1*K2**2*K3 - 32*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 6176*K1*K2*K3 + 1216*K1*K3*K4 + 16*K1*K4*K5 - 32*K2**6 + 32*K2**4*K4 - 632*K2**4 - 320*K2**2*K3**2 - 8*K2**2*K4**2 + 592*K2**2*K4 - 2816*K2**2 + 128*K2*K3*K5 - 1356*K3**2 - 222*K4**2 - 8*K5**2 + 3084,['6.767'],t^{7} + 46 t^{5} + 67 t^{3} + 5 t,['6.767'],"['6.13901', '6.13998', '6.14170', '6.14411', '6.14972', '6.15095', '6.15638', '6.16094', '6.16722', '6.16753', '6.16844', '6.18814', '6.19269', '6.19563', '6.23164', '6.23227', '6.25408', '6.26460', '6.33712', '6.33789', '6.34268', '6.35148', '6.37541', '6.42737', '6.44682', '6.54121', '6.54927', '6.54956', '6.56400', '6.56606', '6.59354', '6.64594']"
6.768,O1O2O3O4U3O5U1U5U4O6U2U6,"[0, 0, 0]",O1O2O3O4U5U3O5U1U6U4O6U2,O1O2O3U4O5O4U1U5U6U3O6U2,O1O2O3U2O4U1U4U5U3O6O5U6,{'O1O2O3O4U3O5U1U5U4O6U2U6'},"[-3, -1, 0, 1, 1, 2, 0, 3, 1, 1, 3, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",['6.768'],-384*K1**6 - 320*K1**4*K2**2 + 1856*K1**4*K2 - 4960*K1**4 + 896*K1**3*K2*K3 + 64*K1**3*K3*K4 - 1152*K1**3*K3 - 192*K1**2*K2**4 + 736*K1**2*K2**3 + 192*K1**2*K2**2*K4 - 5328*K1**2*K2**2 - 928*K1**2*K2*K4 + 9784*K1**2*K2 - 896*K1**2*K3**2 - 32*K1**2*K3*K5 - 128*K1**2*K4**2 - 4608*K1**2 + 256*K1*K2**3*K3 - 896*K1*K2**2*K3 - 288*K1*K2**2*K5 - 192*K1*K2*K3*K4 - 32*K1*K2*K3*K6 + 6608*K1*K2*K3 + 1592*K1*K3*K4 + 256*K1*K4*K5 + 24*K1*K5*K6 - 32*K2**6 + 64*K2**4*K4 - 472*K2**4 - 32*K2**3*K6 - 112*K2**2*K3**2 - 24*K2**2*K4**2 + 1072*K2**2*K4 - 4332*K2**2 + 328*K2*K3*K5 + 40*K2*K4*K6 + 8*K3**2*K6 - 1992*K3**2 - 722*K4**2 - 160*K5**2 - 20*K6**2 + 4456,['6.768'],t^{7} + 40 t^{5} + 40 t^{3} + 6 t,['6.768'],"['6.4455', '6.4552', '6.5841', '6.5970', '6.7897', '6.8015', '6.9328', '6.9449', '6.13403', '6.13498', '6.13691', '6.14061', '6.15032', '6.15154', '6.17800', '6.17833', '6.18846', '6.19412', '6.19707', '6.24347', '6.25439', '6.25472', '6.26590', '6.33249', '6.33308', '6.37573', '6.44873', '6.48660', '6.50556', '6.53657', '6.55817', '6.65481']"
