name,gcode,diag_sym_type,inv,bar,invbar,r3_orbit,phi_sym,same_phi,cable_arr_poly,same_cable_arr_poly,outPoly,same_outpoly,sameflatknot
6.1462,O1O2O3U4O5U3O6U5U2O4U1U6,"[0, 0, 0]",O1O2O3U4U3O5U6U1O4O6U2U5,O1O2U3O4O5U4U6U1O3O6U2U5,O1O2U3O4O5U1O6U5O3U6U4U2,"{'O1O2O3U4O5U3O6U5U2O4U1U6', 'O1O2O3U4U2O5O6U3U5O4U1U6'}","[-2, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, -1, -1, 1, 0, -1, 1, 1, 0, 1, -1]",['6.1462'],-64*K1**4*K2**2 + 160*K1**4*K2 - 944*K1**4 + 160*K1**3*K2*K3 - 864*K1**2*K2**2 + 1576*K1**2*K2 - 272*K1**2*K3**2 - 912*K1**2 + 1448*K1*K2*K3 + 296*K1*K3*K4 - 24*K2**4 + 72*K2**2*K4 - 952*K2**2 - 584*K3**2 - 126*K4**2 + 1028,['6.1462'],t^{7} + 21 t^{5} + 61 t^{3},['6.1462'],"['6.16514', '6.16605', '6.18089', '6.18425', '6.22941', '6.23036', '6.23499', '6.23836', '6.24540', '6.24957', '6.35021', '6.35644', '6.36671', '6.37093', '6.39448', '6.41647', '6.42479', '6.42590', '6.43951', '6.44266', '6.46036', '6.47702', '6.54757', '6.54852', '6.56189', '6.57446', '6.59217', '6.59280', '6.59665', '6.60011', '6.60788', '6.62121', '6.64826', '6.65061', '6.65539', '6.65849', '6.68061', '6.68124', '6.68621', '6.68834']"
6.1463,O1O2O3U4O5U3O6U5U6O4U1U2,"[0, 0, 0]",O1O2O3U2U3O4U5U6O5U1O6U4,O1O2U3O4O5U4U5U6O3U1O6U2,O1O2U3O4O5U4O6U5O3U6U1U2,{'O1O2O3U4O5U3O6U5U6O4U1U2'},"[-1, -1, 0, 0, 1, 1, -1, 0, 0, 1, 2, 1, 1, 1, 0, -1, 0, 1, 0, 1, 0]","['6.1463', '7.45595']",-384*K1**4*K2**2 + 768*K1**4*K2 - 5344*K1**4 + 384*K1**3*K2*K3 - 352*K1**3*K3 + 704*K1**2*K2**3 - 5024*K1**2*K2**2 - 352*K1**2*K2*K4 + 7312*K1**2*K2 - 96*K1**2*K3**2 - 416*K1**2 - 352*K1*K2**2*K3 + 3456*K1*K2*K3 + 176*K1*K3*K4 - 256*K2**4 + 256*K2**2*K4 - 1632*K2**2 - 480*K3**2 - 64*K4**2 + 1694,['6.1463'],t^{7} + 16 t^{5} + 35 t^{3} + 8 t,"['6.1463', '7.45595']","['6.336', '6.375', '6.445', '6.731', '6.782', '6.892', '6.1476', '6.1531', '6.1593', '6.1970', '6.2009', '6.2070', '6.2497', '6.2750', '6.3009', '6.3130', '6.3769', '6.3960', '6.7165', '6.7340', '6.18790', '6.19856', '6.24918', '6.25379', '6.25927', '6.26297', '6.26740', '6.38002', '6.38059', '6.45032', '6.50095', '6.60752']"
6.1464,O1O2O3U1O4U2O5U3U6U4O6U5,"[0, 0, 0]",O1O2O3U4O5U6U5U1O4U2O6U3,O1O2O3U2O4U5U6U1O5U3O6U4,O1O2O3U4O5U1O6U3U5U6O4U2,{'O1O2O3U1O4U2O5U3U6U4O6U5'},"[-2, -2, 0, 1, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 2, 0, 0, 0, 0, -1, 0]",['6.1464'],-64*K1**6 + 1120*K1**4*K2 - 4096*K1**4 + 96*K1**3*K2*K3 - 384*K1**3*K3 - 2512*K1**2*K2**2 - 64*K1**2*K2*K4 + 7592*K1**2*K2 - 64*K1**2*K3**2 - 3480*K1**2 - 96*K1*K2**2*K3 + 2536*K1*K2*K3 + 88*K1*K3*K4 - 56*K2**4 + 120*K2**2*K4 - 3048*K2**2 - 672*K3**2 - 46*K4**2 + 3028,['6.1464'],t^{7} + 51 t^{5} + 58 t^{3} + 7 t,['6.1464'],"['6.16953', '6.17194', '6.20538', '6.21938', '6.23349', '6.23642', '6.27993', '6.29459', '6.35401', '6.35820', '6.39394', '6.41585', '6.42874', '6.43151', '6.45970', '6.47644', '6.55104', '6.55359', '6.57416', '6.58588', '6.59502', '6.59796', '6.62083', '6.63063', '6.64953', '6.65159', '6.66952', '6.67812', '6.68242', '6.68383', '6.69564', '6.70260']"
6.1465,O1O2O3U1O4U2O5U4U6U3O6U5,"[0, 0, 0]",O1O2O3U4O5U1U5U6O4U2O6U3,O1O2O3U2O4U5U6U3O5U1O6U4,O1O2O3U4O5U3O6U1U5U6O4U2,{'O1O2O3U1O4U2O5U4U6U3O6U5'},"[-2, -2, 0, 1, 1, 2, -1, 0, 2, 2, 2, 1, 2, 2, 1, 0, 1, 1, 0, 1, 1]",['6.1465'],-64*K1**6 + 640*K1**4*K2 - 5632*K1**4 + 288*K1**3*K2*K3 - 768*K1**3*K3 - 3920*K1**2*K2**2 - 256*K1**2*K2*K4 + 10776*K1**2*K2 - 384*K1**2*K3**2 - 4832*K1**2 - 352*K1*K2**2*K3 + 5640*K1*K2*K3 + 576*K1*K3*K4 - 168*K2**4 + 400*K2**2*K4 - 4536*K2**2 - 1712*K3**2 - 234*K4**2 + 4536,['6.1465'],t^{7} + 41 t^{5} + 43 t^{3} + 5 t,['6.1465'],"['6.16558', '6.16649', '6.18151', '6.18485', '6.22957', '6.23076', '6.24606', '6.25017', '6.34950', '6.35069', '6.36749', '6.37166', '6.42519', '6.42628', '6.44017', '6.44327', '6.54805', '6.54887', '6.55949', '6.56247', '6.59233', '6.59309', '6.60484', '6.60847', '6.64779', '6.64842', '6.65614', '6.65919', '6.68077', '6.68140', '6.68685', '6.68894']"
6.1466,O1O2O3U1O4U3O5U2U6U4O6U5,"[0, 0, 0]",O1O2O3U4O5U6U5U2O4U1O6U3,O1O2O3U2O4U5U1U6O5U3O6U4,O1O2O3U4O5U1O6U5U3U6O4U2,{'O1O2O3U1O4U3O5U2U6U4O6U5'},"[-2, -2, 0, 1, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 3, 0, 1, 1, 0, -1, -1]",['6.1466'],-192*K1**4*K2**2 + 768*K1**4*K2 - 4880*K1**4 + 480*K1**3*K2*K3 - 896*K1**3*K3 - 3776*K1**2*K2**2 - 160*K1**2*K2*K4 + 9528*K1**2*K2 - 208*K1**2*K3**2 - 4048*K1**2 - 96*K1*K2**2*K3 + 4504*K1*K2*K3 + 160*K1*K3*K4 - 56*K2**4 + 128*K2**2*K4 - 3656*K2**2 - 1184*K3**2 - 62*K4**2 + 3644,['6.1466'],t^{7} + 47 t^{5} + 47 t^{3} + 11 t,['6.1466'],"['6.17112', '6.17353', '6.20574', '6.21981', '6.23503', '6.23840', '6.28036', '6.29493', '6.35656', '6.36091', '6.39442', '6.41641', '6.43016', '6.43326', '6.46026', '6.47692', '6.55251', '6.55501', '6.57456', '6.58621', '6.59653', '6.59999', '6.62127', '6.63091', '6.65057', '6.65250', '6.66984', '6.67847', '6.68318', '6.68466', '6.69599', '6.70290']"
6.1467,O1O2O3U1O4U3O5U4U6U2O6U5,"[0, 0, 0]",O1O2O3U4O5U2U5U6O4U1O6U3,O1O2O3U2O4U5U3U6O5U1O6U4,O1O2O3U4O5U3O6U5U1U6O4U2,{'O1O2O3U1O4U3O5U4U6U2O6U5'},"[-2, -1, 0, 0, 1, 2, 0, 1, 1, 1, 3, 0, 2, 1, 1, 1, 1, 1, 1, 1, 0]",['6.1467'],-896*K1**4 - 192*K1**2*K2**2 + 2544*K1**2*K2 - 96*K1**2*K3**2 - 2392*K1**2 + 1696*K1*K2*K3 + 176*K1*K3*K4 - 1776*K2**2 - 840*K3**2 - 64*K4**2 + 1838,['6.1467'],t^{7} + 29 t^{5} + 72 t^{3} + 6 t,['6.1467'],"['6.11280', '6.11358', '6.12541', '6.12652', '6.18364', '6.18702', '6.24810', '6.25267', '6.30956', '6.31079', '6.32132', '6.32251', '6.37000', '6.37448', '6.44178', '6.44497', '6.52048', '6.52131', '6.52887', '6.52950', '6.56136', '6.56362', '6.60656', '6.61000', '6.63661', '6.63706', '6.64089', '6.64134', '6.65798', '6.66052', '6.68796', '6.69004']"
6.1468,O1O2O3U1O4U3O5U4U6U5O6U2,"[0, 0, 1]",O1O2O3U2O4U5U4U6O5U1O6U3,O1O2O3U2O4U5U4U6O5U1O6U3,Same,{'O1O2O3U1O4U3O5U4U6U5O6U2'},"[-2, -1, 0, 0, 1, 2, -1, 1, 1, 1, 4, 0, 1, 0, 1, 1, 1, 1, 0, 1, -1]",['6.1468'],-256*K1**4*K2**2 + 1088*K1**4*K2 - 3424*K1**4 + 192*K1**3*K2*K3 + 128*K1**2*K2**3 - 2464*K1**2*K2**2 + 5280*K1**2*K2 - 160*K1**2*K3**2 - 2056*K1**2 + 2128*K1*K2*K3 + 176*K1*K3*K4 - 112*K2**4 + 160*K2**2*K4 - 2200*K2**2 - 632*K3**2 - 124*K4**2 + 2274,['6.1468'],t^{7} + 37 t^{5} + 25 t^{3},['6.1468'],"['6.3574', '6.3606', '6.3827', '6.3860', '6.6993', '6.7026', '6.7211', '6.7237', '6.15333', '6.15458', '6.33970', '6.34014', '6.34426', '6.48230', '6.48383', '6.49960', '6.49984', '6.53998', '6.54052', '6.54498']"
6.1469,O1O2O3U1O4U3O5U6U5U4O6U2,"[0, 0, 0]",O1O2O3U2O4U5U6U4O6U1O5U3,O1O2O3U1O4U5U4U6O5U3O6U2,O1O2O3U2O4U1O5U4U6U5O6U3,{'O1O2O3U1O4U3O5U6U5U4O6U2'},"[-2, -2, 0, 1, 1, 2, -2, 1, 1, 3, 3, 1, 0, 2, 1, 0, 1, 1, -1, -1, 1]",['6.1469'],-128*K1**6 - 192*K1**4*K2**2 + 2368*K1**4*K2 - 8304*K1**4 + 224*K1**3*K2*K3 - 1632*K1**3*K3 + 128*K1**2*K2**3 - 3136*K1**2*K2**2 - 96*K1**2*K2*K4 + 12128*K1**2*K2 - 176*K1**2*K3**2 - 3872*K1**2 + 3280*K1*K2*K3 + 152*K1*K3*K4 - 104*K2**4 + 56*K2**2*K4 - 3912*K2**2 - 744*K3**2 - 42*K4**2 + 4000,['6.1469'],t^{7} + 51 t^{5} + 29 t^{3} + 3 t,['6.1469'],"['6.3669', '6.3766', '6.3955', '6.4052', '6.4499', '6.4596', '6.5885', '6.6014', '6.7154', '6.7327', '6.7420', '6.7930', '6.8051', '6.9364', '6.17907', '6.18002', '6.18743', '6.24442', '6.24868', '6.25329', '6.37482', '6.43869', '6.44215', '6.44518', '6.48293', '6.48358', '6.50076', '6.50186', '6.50575', '6.50640', '6.55866', '6.60723']"
6.1470,O1O2O3U1O4U5O6U4U6U3O5U2,"[0, 0, 0]",O1O2O3U2O4U1U5U6O5U4O6U3,O1O2O3U4O5U6U5U3O6U1O4U2,O1O2O3U2O4U3O5U1U6U5O6U4,{'O1O2O3U1O4U5O6U4U6U3O5U2'},"[-2, -2, 0, 1, 1, 2, -1, 1, 1, 3, 3, 0, 0, 2, 1, 1, 0, 1, -1, -1, 1]",['6.1470'],-256*K1**6 - 128*K1**4*K2**2 + 2368*K1**4*K2 - 6112*K1**4 + 288*K1**3*K2*K3 - 1632*K1**3*K3 + 384*K1**2*K2**3 - 6288*K1**2*K2**2 - 288*K1**2*K2*K4 + 13264*K1**2*K2 - 576*K1**2*K3**2 - 6772*K1**2 - 1024*K1*K2**2*K3 + 8096*K1*K2*K3 + 1016*K1*K3*K4 - 536*K2**4 + 952*K2**2*K4 - 5760*K2**2 - 2340*K3**2 - 454*K4**2 + 5796,['6.1470'],t^{7} + 45 t^{5} + 61 t^{3} + 7 t,['6.1470'],"['6.4770', '6.4796', '6.5105', '6.5131', '6.6336', '6.6763', '6.6793', '6.8297', '6.8315', '6.8748', '6.9667', '6.9689', '6.9976', '6.9998', '6.21008', '6.21027', '6.22430', '6.22451', '6.28460', '6.40228', '6.40255', '6.42157', '6.46726', '6.46753', '6.48809', '6.49025', '6.49035', '6.49841', '6.49855', '6.51507', '6.58969', '6.69801']"
6.1471,O1O2O3U2O4U1O5U6U5U4O6U3,"[0, 0, 1]",O1O2O3U1O4U5U6U4O6U3O5U2,O1O2O3U1O4U5U6U4O6U3O5U2,Same,{'O1O2O3U2O4U1O5U6U5U4O6U3'},"[-2, -2, -1, 1, 2, 2, -1, -1, 1, 3, 4, 0, 0, 1, 3, 0, 0, 1, 0, -1, -1]","['6.1471', '7.31474']",-256*K1**6 - 256*K1**4*K2**2 + 1280*K1**4*K2 - 4064*K1**4 + 192*K1**3*K2*K3 + 128*K1**2*K2**3 - 2048*K1**2*K2**2 + 5456*K1**2*K2 - 128*K1**2*K3**2 - 1464*K1**2 + 1472*K1*K2*K3 + 64*K1*K3*K4 - 64*K2**4 + 32*K2**2*K4 - 1936*K2**2 - 376*K3**2 - 24*K4**2 + 1990,['6.1471'],t^{7} + 59 t^{5} + 54 t^{3},['6.1471'],"['6.4795', '6.5132', '6.6354', '6.6794', '6.8314', '6.8760', '6.9688', '6.9999', '6.21006', '6.22428', '6.28462', '6.40226', '6.42155', '6.46728', '6.48815', '6.49036', '6.49856', '6.51511', '6.58967', '6.69803']"
6.1472,O1O2O3U2O4U3O5U4U6U1O6U5,"[0, 0, 0]",O1O2O3U4O5U3U5U6O4U1O6U2,O1O2O3U2O4U3U5U6O5U1O6U4,O1O2O3U4O5U3O6U5U6U1O4U2,{'O1O2O3U2O4U3O5U4U6U1O6U5'},"[-2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, -1, 0, 1, 0, 1, 1, 0, 1, 0, -1]",['6.1472'],-256*K1**6 + 608*K1**4*K2 - 3248*K1**4 + 32*K1**3*K2*K3 - 992*K1**2*K2**2 + 4136*K1**2*K2 - 48*K1**2*K3**2 - 888*K1**2 + 888*K1*K2*K3 + 24*K1*K3*K4 - 24*K2**4 + 40*K2**2*K4 - 1432*K2**2 - 256*K3**2 - 18*K4**2 + 1432,['6.1472'],t^{7} + 19 t^{5} + 34 t^{3},['6.1472'],"['6.3642', '6.3737', '6.3928', '6.4023', '6.4478', '6.4573', '6.5860', '6.5987', '6.7133', '6.7308', '6.7399', '6.7909', '6.8028', '6.9339', '6.17926', '6.18023', '6.18765', '6.24461', '6.24886', '6.25347', '6.37512', '6.43896', '6.44241', '6.44544', '6.48282', '6.48345', '6.50071', '6.50181', '6.50570', '6.50633', '6.55871', '6.60725']"
6.1473,O1O2O3U2O4U3O5U6U5U1O6U4,"[0, 0, 0]",O1O2O3U4O5U3U6U5O6U1O4U2,O1O2O3U1O4U3U5U6O5U4O6U2,O1O2O3U2O4U5O6U4U6U1O5U3,{'O1O2O3U2O4U3O5U6U5U1O6U4'},"[-2, -1, 0, 0, 1, 2, -1, 0, 1, 1, 3, 1, 1, 0, 1, -1, 0, 1, 0, 1, -1]",['6.1473'],-128*K1**6 + 1632*K1**4*K2 - 6416*K1**4 + 96*K1**3*K2*K3 - 704*K1**3*K3 + 256*K1**2*K2**3 - 6032*K1**2*K2**2 - 160*K1**2*K2*K4 + 12400*K1**2*K2 - 48*K1**2*K3**2 - 5052*K1**2 - 352*K1*K2**2*K3 + 5680*K1*K2*K3 + 176*K1*K3*K4 - 416*K2**4 + 488*K2**2*K4 - 4640*K2**2 - 1348*K3**2 - 132*K4**2 + 4698,['6.1473'],t^{7} + 29 t^{5} + 65 t^{3} + 8 t,['6.1473'],"['6.3667', '6.3764', '6.3957', '6.4054', '6.4474', '6.4569', '6.5856', '6.5983', '6.7152', '6.7329', '6.7422', '6.7913', '6.8032', '6.9343', '6.17905', '6.18000', '6.18766', '6.24444', '6.24885', '6.25348', '6.37513', '6.43871', '6.44240', '6.44545', '6.48291', '6.48356', '6.50074', '6.50188', '6.50574', '6.50637', '6.55864', '6.60724']"
6.1474,O1O2O3U4O5U1O4U2U6U5O6U3,"[0, 0, 0]",O1O2O3U1O4U5U4U2O6U3O5U6,O1O2O3U2O4U5U1U4O6U3O5U6,O1O2O3U4O5U1O4U6U3U5O6U2,{'O1O2O3U4O5U1O4U2U6U5O6U3'},"[-2, -2, 0, 1, 1, 2, 0, 0, 1, 3, 3, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1]",['6.1474'],-192*K1**4*K2**2 + 672*K1**4*K2 - 2288*K1**4 + 224*K1**3*K2*K3 - 800*K1**3*K3 + 288*K1**2*K2**3 - 3328*K1**2*K2**2 - 64*K1**2*K2*K4 + 8544*K1**2*K2 - 48*K1**2*K3**2 - 5776*K1**2 - 384*K1*K2**2*K3 + 4208*K1*K2*K3 + 112*K1*K3*K4 - 152*K2**4 + 232*K2**2*K4 - 3880*K2**2 - 1168*K3**2 - 62*K4**2 + 3860,['6.1474'],t^{7} + 47 t^{5} + 173 t^{3} + 18 t,['6.1474'],"['6.16517', '6.16610', '6.18082', '6.18420', '6.22944', '6.23041', '6.24529', '6.24948', '6.34921', '6.35034', '6.36664', '6.37088', '6.42490', '6.42603', '6.43940', '6.44257', '6.54744', '6.54841', '6.55910', '6.56200', '6.59204', '6.59269', '6.60436', '6.60795', '6.64760', '6.64823', '6.65548', '6.65860', '6.68056', '6.68121', '6.68626', '6.68841']"
6.1475,O1O2O3U4O5U1O4U6U5U3O6U2,"[0, 0, 0]",O1O2O3U2O4U1U5U4O6U3O5U6,O1O2O3U1O4U5U4U3O6U2O5U6,O1O2O3U4O5U2O4U1U6U5O6U3,{'O1O2O3U4O5U1O4U6U5U3O6U2'},"[-2, -2, 0, 1, 1, 2, 0, 0, 1, 3, 3, 1, 0, 2, 1, 1, 0, 1, 0, 0, 0]",['6.1475'],-64*K1**6 + 416*K1**4*K2 - 2400*K1**4 + 448*K1**3*K2*K3 - 384*K1**3*K3 - 2736*K1**2*K2**2 - 64*K1**2*K2*K4 + 6312*K1**2*K2 - 352*K1**2*K3**2 - 3776*K1**2 - 384*K1*K2**2*K3 + 3896*K1*K2*K3 + 336*K1*K3*K4 - 56*K2**4 + 184*K2**2*K4 - 3072*K2**2 - 1248*K3**2 - 102*K4**2 + 3044,['6.1475'],t^{7} + 47 t^{5} + 172 t^{3} + 5 t,['6.1475'],"['6.16577', '6.16670', '6.18130', '6.18466', '6.22976', '6.23097', '6.24585', '6.24998', '6.34977', '6.35098', '6.36720', '6.37139', '6.42546', '6.42657', '6.43988', '6.44300', '6.54808', '6.54892', '6.55947', '6.56244', '6.59236', '6.59314', '6.60482', '6.60844', '6.64790', '6.64855', '6.65601', '6.65908', '6.68088', '6.68153', '6.68672', '6.68883']"
6.1476,O1O2O3U4O5U2O4U1U6U3O6U5,"[0, 0, 0]",O1O2O3U4O5U1U5U3O6U2O4U6,O1O2O3U2O4U1U5U3O6U4O5U6,O1O2O3U4O5U6O4U1U5U3O6U2,{'O1O2O3U4O5U2O4U1U6U3O6U5'},"[-2, -2, 0, 1, 1, 2, -1, 0, 1, 3, 2, 0, 1, 2, 2, 0, 0, 1, 0, 0, 0]",['6.1476'],-64*K1**6 + 1696*K1**4*K2 - 4608*K1**4 + 448*K1**3*K2*K3 - 832*K1**3*K3 + 96*K1**2*K2**3 - 5072*K1**2*K2**2 - 352*K1**2*K2*K4 + 10208*K1**2*K2 - 448*K1**2*K3**2 - 5488*K1**2 - 864*K1*K2**2*K3 + 6288*K1*K2*K3 + 888*K1*K3*K4 - 360*K2**4 + 792*K2**2*K4 - 4744*K2**2 - 1896*K3**2 - 402*K4**2 + 4712,['6.1476'],t^{7} + 45 t^{5} + 101 t^{3} + 11 t,['6.1476'],"['6.16936', '6.17179', '6.20552', '6.21952', '6.23332', '6.23627', '6.28007', '6.29473', '6.35372', '6.35793', '6.39421', '6.41614', '6.42845', '6.43124', '6.45997', '6.47673', '6.55099', '6.55356', '6.57419', '6.58590', '6.59497', '6.59793', '6.62086', '6.63065', '6.64944', '6.65152', '6.66962', '6.67822', '6.68233', '6.68376', '6.69574', '6.70270']"
6.1477,O1O2O3U4O5U2O4U6U1U3O6U5,"[0, 0, 0]",O1O2O3U4O5U1U3U5O6U2O4U6,O1O2O3U1O4U2U5U3O6U4O5U6,O1O2O3U4O5U6O4U1U5U2O6U3,{'O1O2O3U4O5U2O4U6U1U3O6U5'},"[-2, -2, 0, 1, 1, 2, -1, 0, 1, 3, 2, 0, 2, 2, 2, 1, 0, 0, 1, 1, 1]",['6.1477'],-1312*K1**4 + 224*K1**3*K2*K3 - 160*K1**3*K3 - 2064*K1**2*K2**2 - 224*K1**2*K2*K4 + 4440*K1**2*K2 - 384*K1**2*K3**2 - 3356*K1**2 - 32*K1*K2**2*K3 + 3592*K1*K2*K3 + 576*K1*K3*K4 - 8*K2**4 + 48*K2**2*K4 - 2464*K2**2 - 1300*K3**2 - 178*K4**2 + 2600,['6.1477'],t^{7} + 43 t^{5} + 146 t^{3} + 29 t,['6.1477'],"['6.71343', '6.71396', '6.71408', '6.71853', '6.71871', '6.71918', '6.71934', '6.74331', '6.74341', '6.74978', '6.74986', '6.76547', '6.76553', '6.76952', '6.76996', '6.77010', '6.77057', '6.77068', '6.77386', '6.79381', '6.79809', '6.79817', '6.80842', '6.80845', '6.81275', '6.81471', '6.81481', '6.83841', '6.87064', '6.87082', '6.88034', '6.89563']"
6.1478,O1O2O3U4O5U2O4U6U3U1O6U5,"[0, 0, 0]",O1O2O3U4O5U3U1U5O6U2O4U6,O1O2O3U1O4U3U5U2O6U4O5U6,O1O2O3U4O5U6O4U2U5U1O6U3,{'O1O2O3U4O5U2O4U6U3U1O6U5'},"[-2, -1, 0, 0, 1, 2, -1, 1, 2, 1, 2, 1, 1, 0, 1, 1, 0, 1, 1, 2, 0]",['6.1478'],1280*K1**4*K2 - 3440*K1**4 - 1056*K1**3*K3 - 2512*K1**2*K2**2 + 7760*K1**2*K2 - 80*K1**2*K3**2 - 4572*K1**2 - 96*K1*K2**2*K3 + 3664*K1*K2*K3 + 176*K1*K3*K4 - 48*K2**4 + 112*K2**2*K4 - 3440*K2**2 - 1124*K3**2 - 88*K4**2 + 3462,['6.1478'],t^{7} + 31 t^{5} + 42 t^{3} + 10 t,['6.1478'],"['6.71377', '6.71438', '6.71903', '6.71964', '6.72439', '6.72606', '6.72723', '6.72796', '6.72861', '6.73038', '6.74239', '6.74375', '6.74443', '6.74869', '6.75058', '6.76628', '6.76917', '6.77042', '6.77412', '6.77747', '6.77800', '6.79283', '6.79419', '6.79758', '6.79837', '6.79901', '6.80869', '6.80921', '6.81374', '6.85510', '6.87204', '6.89280']"
6.1479,O1O2O3U4O5U2O6U5U3U1O4U6,"[0, 0, 0]",O1O2O3U4O5U3U1U6O4U2O6U5,O1O2O3U4O5U3U6U2O4U1O6U5,O1O2O3U4O5U3O6U2U5U1O4U6,{'O1O2O3U4O5U2O6U5U3U1O4U6'},"[-2, -1, 0, 0, 1, 2, 0, 0, 1, 2, 3, 0, 1, 0, 2, 1, -1, 0, 0, 2, 0]",['6.1479'],-1040*K1**4 - 160*K1**3*K3 + 96*K1**2*K2**3 - 2448*K1**2*K2**2 + 7128*K1**2*K2 - 16*K1**2*K3**2 - 5628*K1**2 - 192*K1*K2**2*K3 + 3096*K1*K2*K3 + 56*K1*K3*K4 - 112*K2**4 + 144*K2**2*K4 - 3488*K2**2 - 892*K3**2 - 32*K4**2 + 3486,['6.1479'],t^{7} + 35 t^{5} + 71 t^{3} + 13 t,['6.1479'],"['6.73362', '6.73393', '6.73524', '6.73570', '6.73723', '6.73840', '6.74259', '6.74887', '6.75331', '6.75530', '6.75840', '6.76432', '6.78246', '6.78313', '6.78494', '6.78647', '6.78840', '6.79303', '6.80066', '6.80095', '6.80215', '6.80273', '6.80403', '6.80764', '6.81953', '6.82681', '6.84746', '6.85043', '6.85153', '6.86511', '6.87357', '6.89421']"
6.1480,O1O2O3U4O5U3O6U5U1U2O4U6,"[0, 0, 1]",O1O2O3U4O5U2U3U6O4U1O6U5,O1O2O3U4O5U2U3U6O4U1O6U5,Same,{'O1O2O3U4O5U3O6U5U1U2O4U6'},"[-2, -1, 0, 0, 1, 2, 0, 1, 2, 1, 3, 2, 0, 1, 1, -1, 0, 2, 2, 1, 0]",['6.1480'],-256*K1**4*K2**2 + 512*K1**4*K2 - 1344*K1**4 + 576*K1**2*K2**3 - 2752*K1**2*K2**2 + 3456*K1**2*K2 - 1280*K1**2 + 1088*K1*K2*K3 - 224*K2**4 - 752*K2**2 + 974,['6.1480'],t^{7} + 29 t^{5} + 113 t^{3} + 5 t,['6.1480'],"['6.72571', '6.72674', '6.72989', '6.73146', '6.74216', '6.74847', '6.76411', '6.76896', '6.77858', '6.77889', '6.78002', '6.79258', '6.79738', '6.80750', '6.81154', '6.82314', '6.83992', '6.86353', '6.87288', '6.88255']"
6.1481,O1O2O3U1O4U2U3O5O6U4U5U6,"[0, 0, 0]",O1O2O3U4U5U6O4O5U1U2O6U3,O1O2O3U4U5U6O4U1O5O6U2U3,O1O2O3U1U2O4O5U3O6U4U5U6,{'O1O2O3U1O4U2U3O5O6U4U5U6'},"[-2, -1, 0, 0, 1, 2, 0, 0, 1, 2, 4, 2, 2, 1, 1, 1, -1, 0, 0, 2, 0]",['6.1481'],-128*K1**4*K2**2 + 192*K1**4*K2 - 208*K1**4 + 64*K1**3*K2*K3 - 96*K1**3*K3 - 1536*K1**2*K2**4 + 3840*K1**2*K2**3 + 64*K1**2*K2**2*K4 - 8208*K1**2*K2**2 - 96*K1**2*K2*K4 + 5920*K1**2*K2 - 16*K1**2*K3**2 - 3840*K1**2 + 2656*K1*K2**3*K3 - 2112*K1*K2**2*K3 - 384*K1*K2**2*K5 - 32*K1*K2*K3*K4 + 5816*K1*K2*K3 + 88*K1*K3*K4 - 32*K2**6 + 64*K2**4*K4 - 4192*K2**4 - 32*K2**3*K6 - 944*K2**2*K3**2 - 16*K2**2*K4**2 + 2352*K2**2*K4 - 702*K2**2 + 232*K2*K3*K5 + 16*K2*K4*K6 - 1252*K3**2 - 144*K4**2 - 20*K5**2 - 2*K6**2 + 2686,['6.1481'],t^{7} + 35 t^{5} + 110 t^{3} + 15 t,['6.1481'],"['6.70459', '6.70476', '6.70523', '6.70598', '6.70629', '6.70656', '6.70752', '6.70840', '6.70914', '6.70944', '6.71004', '6.71109', '6.71153', '6.71170', '6.71241', '6.71300', '6.71310', '6.71327', '6.73546', '6.74355', '6.75004', '6.75301', '6.76575', '6.76646', '6.76979', '6.78285', '6.79399', '6.79944', '6.81506', '6.86860', '6.88081', '6.89228']"
6.1482,O1O2O3U1O4U2U3O5O6U4U6U5,"[0, 0, 0]",O1O2O3U4U5U6O5O4U1U2O6U3,O1O2O3U4U5U6O4U1O5O6U3U2,O1O2O3U2U1O4O5U3O6U4U5U6,{'O1O2O3U1O4U2U3O5O6U4U6U5'},"[-2, -1, 0, 1, 1, 1, 0, 0, 1, 3, 3, -1, 1, 1, 1, 2, -1, 0, -1, -1, 0]",['6.1482'],1216*K1**2*K2**3 - 3808*K1**2*K2**2 - 128*K1**2*K2*K4 + 3800*K1**2*K2 - 2848*K1**2 - 1056*K1*K2**2*K3 + 3496*K1*K2*K3 + 200*K1*K3*K4 - 1176*K2**4 + 1024*K2**2*K4 - 1608*K2**2 - 872*K3**2 - 174*K4**2 + 1932,['6.1482'],t^{7} + 32 t^{5} + 64 t^{3} + 8 t,['6.1482'],"['6.17023', '6.17266', '6.20566', '6.21973', '6.23446', '6.23745', '6.28029', '6.29489', '6.35522', '6.35970', '6.39437', '6.41637', '6.42938', '6.43233', '6.46023', '6.47691', '6.55205', '6.55441', '6.57437', '6.58607', '6.59600', '6.59921', '6.62109', '6.63081', '6.65010', '6.65216', '6.66973', '6.67837', '6.68285', '6.68438', '6.69590', '6.70283']"
